NAME_ONE,HAZARD_COD,BASIN_NAME,RIVER_STRE,DAM_HEIGHT,DAM_LENGTH,SURFACE_AR,YEARBUILT,longitude,latitude
Westbrook Reservoir #2 Dam,B,Lake Champlain,Patterson Brook,28,215,38,1910,-73.5922222222,44.715
Westbrook Reservoir #1 Dam,B,Lake Champlain,Patterson Brook,23,340,3.6,1905,-73.59,44.7122222222
Treadwell Mills Dam,B,Lake Champlain,Saranac River,36,300,100,1910,-73.5075,44.6694444444
Kents Falls Dam,C,Lake Champlain,Saranac River,60,340,584,1912,-73.6052777778,44.7019444444
Lockport Papermill Dam,D,Western Lake Ontario,Eighteenmile Creek,0,150,0,1884,-78.6886111111,43.1786111111
Gasport Water District #1 Dam,0,Western Lake Ontario,E Br Eighteenmile Creek,8,0,4,0,-78.5758333333,43.1894444444
Lockport Conservation Club Dam,0,Western Lake Ontario,Tr-Eighteenmile Creek,6,0,3,0,-78.6816666667,43.2088888889
John B Gould Wildlife Pond Dam #1,0,Western Lake Ontario,Tr-Johnson Creek,9,0,2,0,-78.5041666667,43.2
Nieman & Gilbert Wildlife Pond Dam,0,Western Lake Ontario,Tr-E Br Eighteenmile Creek,5,0,3,0,-78.5416666667,43.2
Montgomery Marsh Dam,D,Lake Erie,Tr-Tonawanda Creek,6,0,12,0,-78.575,43.075
Russel Dudley Pond Dam,A,Oswego,Tr-Ganargua Creek,5,0,4,1952,-77.0433333333,43.1022222222
Jesse Demey Pond Dam,A,Central Lake Ontario,Tr-Fly Creek,10,0,14,1954,-77.0927777778,43.2225
C R Miner Marsh Dam,A,Central Lake Ontario,Tr-Salmon Creek,5,0,4,1953,-77.0777777778,43.2027777778
H G Howard Marsh Dam,D,Oswego,Tr-Ganargua Creek,7,0,10,1953,-77.0880555556,43.1602777778
G West Pond Dam,A,Central Lake Ontario,Tr-Salmon Creek,5,650,4,1953,-77.055,43.1777777778
Arnold Smith Pond Dam,0,Oswego,Tr-State Barge Canal,8,0,15,1953,-77.2236111111,43.0305555556
Dod Pond Dam,A,Central Lake Ontario,Tr-Salmon Creek,8,0,3,1953,-77.1083333333,43.2033333333
E Schlegel Pond #2 Dam,D,Oswego,Tr-Barge Canal,13,0,2,1954,-77.2230555556,43.0897222222
Wayne Williamson Pond Dam,A,Oswego,Tr-Barge Canal,6,370,7,1954,-77.2091666667,43.0372222222
Cottrell-dodd Pond Dam,A,Central Lake Ontario,Tr-Salmon Creek,7,300,20,1955,-77.1083333333,43.1958333333
Sodus Rod & Gun Pond Dam,A,Central Lake Ontario,Tr-Salmon Creek,7,400,2,1955,-77.0875,43.195
Devey Marsh Dam,D,Oswego,Tr-Erie Canal,6,0,19,1957,-77.2,43.0166666667
Karl Horch Dam,A,Central Lake Ontario,Tr-Salmon Creek,13,0,1,1957,-77.0355555556,43.14
Donald Armstrong Dam,A,Oswego,Tr-Red Creek,10,0,2,1957,-77.2377777778,43.1619444444
Henry Marsh Dam,A,Oswego,Tr-Ganargua Creek,6,0,9,1958,-77.0377777778,43.0780555556
Kommer Marsh Dam,A,Oswego,Tr-Erie Canal,7,700,12,1958,-77.225,43.0397222222
Vernon Schleede Dam,A,Oswego,Tr-Clintons Ditch,9,0,1,1959,-77.0025,43.0925
Red Creek Dam,0,Oswego,Red Creek,6,120,21,1929,-77.2244444444,43.0702777778
Fridley Dam,D,Oswego,Canandaigua Outlet,0,150,0,1886,-77.0766666667,42.9758333333
Shepard Hills Country Club Dam,0,Chemung,Tr-Chemung River,14,0,1,1960,-76.5566666667,42.0077777778
Gallo & Parker Pond Dam,A,Chemung,Tr-Baldwin Creek,13,0,2,1961,-76.6894444444,42.0744444444
Newtown Hoffman Site 1 Dam,C,Chemung,Tr-Newtown Creek,46,800,7,1976,-76.6658333333,42.1738888889
Herrick Hedges Farm Pond Dam,0,Lower Hudson,Tr-Ham Brook,12,255,1,1953,-73.6833333333,41.975
R Corbetta Dam,A,Lower Hudson,Tr-East Branch Wappinger Creek,21,600,6,1953,-73.7333333333,41.7583333333
Stillman Farm Pond #9 Dam,0,Lower Hudson,Tr-Shekomeko Creek,15,145,2,1954,-73.6166666667,41.8916666667
Fred Bontecoli Pond Dam,0,Housatonic,Tr-Wassaic Creek,14,120,1,1954,-73.6233333333,41.8083333333
Shc Davis Dam #2,0,Lower Hudson,Tr-Wappinger Creek,9,175,4,1954,-73.715,41.8447222222
William Strauss Marsh Dam,A,Lower Hudson,Tr-Webatuck Creek,7,500,23,1954,-73.5408333333,41.8913888889
John Melahn Farm Pond Dam,0,Housatonic,Tr-Wassaic Creek,17,255,1,1955,-73.5847222222,41.9
Paul Raymer Lake Dam,A,Lower Hudson,Tr-Wappinger Creek,15,180,4,1955,-73.7216666667,41.8416666667
Mary Lasher Lake A Dam,D,Lower Hudson,Wassaic Creek,10,0,1,0,-73.5861111111,41.8916666667
Mary Lasher Lake B Dam,D,Lower Hudson,Wassaic Creek,10,0,2,0,-73.5883333333,41.8891666667
Small Pond Dam,A,Lower Hudson,East Branch Wappinger Creek,8,50,1,1956,-73.7116666667,41.795
Stillman Farm Pond #4 Dam,D,Lower Hudson,Tr-Wappingers Creek,16,500,5,0,-73.6416666667,41.8983333333
Hanes & Bontecou Marsh Dam,A,Lower Hudson,Tr-Shaw Brook,7,350,17,1956,-73.6375,41.8111111111
Rosenthal Wildlife Marsh Dam,A,Lower Hudson,Ham Brook,6,100,4,1956,-73.7127777778,41.9938888889
E I Hatfield Lake Dam,A,Lower Hudson,Tr-Wappinger Creek,10,600,7,1957,-73.7458333333,41.9055555556
Cagney Wildlife Marsh Dam,0,Lower Hudson,Tr-Hunns Lake Creek,8,200,15,1957,-73.6502777778,41.8747222222
Muriel Pulver Wildlife Marsh Dam,0,Lower Hudson,Tr-Shekomeko Creek,6,350,6,1957,-73.6247222222,41.9786111111
Bird Wildlife Marsh Dam,0,Lower Hudson,Tr-Hunns Lake,9,325,7,1958,-73.645,41.9138888889
Milltown Estates Dam,A,Lower Hudson,Salmon's Daily Brook,12,100,1,0,-73.5436111111,41.4277777778
Willow Pond Subdivision Dam,A,Lower Hudson,Tr-W Branch West Reservoir,12,350,2,0,-73.7325,41.4141666667
Truesdale Lake Dam,A,Lower Hudson,Tr-Waccabuc River,14,200,83,1925,-73.5575,41.2872222222
Primrose Subdivision Dam,A,Lower Hudson,Angle Fly Brook,10.2,750,0.86,1994,-73.7297222222,41.2980555556
Kenilworth Subdivision Pond Dam A,A,Lower Hudson,Plum Brook,7.6,0,0,0,-73.7058333333,41.32
Kenilworth Subdivision Pond Dam B,A,Lower Hudson,Plum Brook,6.5,0,0,0,-73.7038888889,41.3144444444
Amos Noach Dam,A,Lower Hudson,Tr-Ice Pond,10,0,1.51,0,-73.5966666667,41.4594444444
Clear Pool Dam,A,Lower Hudson,Clear Pool Lake,0,400,0,0,-73.7319444444,41.4544444444
Somers Manor Dam,B,Lower Hudson,,7,200,2.8,0,-73.7075,41.295
Catfish Pond Dam,D,Lower Hudson,Tr-Lake Shenorock,0,300,2,0,-73.7494444444,41.3327777778
Clarence Hess Pond Dam,A,Lake Erie,Tr-Cattaraugus Creek,15,0,2,0,-78.845,42.4066666667
Edward Geisendorf Pond Dam,A,Lake Erie,Tr-Coon Creek,12,0,12,0,-78.7844444444,42.4941666667
Norman Hemmerling Pond Dam,A,Allegheny,Tr-Conewango Creek,10,0,1,0,-78.9316666667,42.325
Harold Havens Pond Dam,D,Chemung,Tr-Culver Creek,14,0,6,1966,-77.3616666667,42.2930555556
Drew Farms Inc Dam,A,Chemung,Tr-West Creek,12,0,7,1967,-77.3572222222,42.4855555556
Wild Lands Inc Pond #1 Dam,B,Oswego,Tr-Mitchellsville Creek,17,1900,9,1967,-77.305,42.4233333333
Wild Lands Inc Pond #2 Dam,A,Oswego,Tr-Mitchellsville Creek,13,0,2,1969,-77.3094444444,42.42
A L Blades Sediment Pond Dam,A,Chemung,Tr-Cohocton River,18,640,1,1968,-77.3472222222,42.3183333333
Gerald Loughery Dam,A,Chemung,,14,500,4,1977,-77.4252777778,42.2663888889
Avoca Natural Gas Storage Facility Dam,A,Chemung,Tr-Cotton Creek,21,0,0.4,1996,-77.4513888889,42.4152777778
Brady Dam,D,Chemung,Canisteo River,8,210,0,1830,-77.3219444444,42.1355555556
John Mc Namara Marsh Pond Dam,A,Chemung,Goodhue Creek,8,142,47,1952,-77.28,42.18
F Crandall Pond Dam,D,Chemung,Tr-Helmer Creek,7,0,9,1952,-77.3672222222,42.2322222222
E Mcilwain Marsh Dam,A,Chemung,Tr-Michigan Creek,5,350,4,1953,-77.2722222222,42.2005555556
R Tompkins Marsh Dam,A,Chemung,Tr-Michigan Creek,5,700,8,1953,-77.2583333333,42.2133333333
Fur Fish & Feathers Pond Dam,0,Chemung,Tr-Baldwin Creek,13,0,1,1955,-76.6472222222,42.1305555556
Van Heech-blair Dam,A,Oswego,Tr-Ox Creek,6,0,4,1954,-76.4794444444,43.2683333333
Charles Clark Marsh Dam,A,Oswego,Tr-Oswego River,6,0,9,1956,-76.4875,43.3916666667
Lincoln Clakins Pond Dam,A,Oswego,Tr-Black Creek,8,0,16,1957,-76.3152777778,43.4227777778
John Govus Dam,A,Oswego,Tr-Oswego River,11,0,2,1958,-76.3722222222,43.2719444444
Edward Bock Dam,A,Oswego,None,10,0,1,1958,-76.3880555556,43.3011111111
Ben O'bradley Dam,D,Eastern Lake Ontario,Tr-Catfish Creek,9,0,12,1959,-76.255,43.3802777778
Dale Reynolds Dam,A,Oswego,Tr-Peter Scott Swamp,13,150,4,1959,-76.3097222222,43.2827777778
Roland Foster Dam,A,Eastern Lake Ontario,Tr-Wine Creek,19,40,15,1964,-76.4433333333,43.4183333333
Thomas R Thorpe Dam,A,Oswego,Tr-Black Creek,10,0,2,1966,-76.4077777778,43.3986111111
Martin Berrigan Dam,A,Eastern Lake Ontario,Tr-Otter Creek,9,0,2,1972,-76.3352777778,43.4808333333
Mirror Lake Estates Dam,A,Eastern Lake Ontario,Tr-Lake Ontario,20,0,3,1796,-76.4583333333,43.4583333333
Goodfellows Pond Dam,A,Oswego,Tr-Fish Creek,8,0,0,1930,-76.3002777778,43.3358333333
Cooks Dam,D,Oswego,Tr-Mud Lake,6,0,0,0,-76.4127777778,43.2325
Mill C Dam,B,Lake Champlain,Saranac River,55,225,10,1901,-73.6138888889,44.6961111111
Cadyville Dam,C,Lake Champlain,Saranac River,52,375,425,1908,-73.6275,44.6966666667
Prison Reservoir Dams A-d,A,Lake Champlain,Tr-Saranac River,25,500,6,0,-73.7283333333,44.7277777778
Prison Reservoir Dam E,A,Lake Champlain,Tr-Saranac River,22,150,1,1924,-73.7283333333,44.7277777778
Mason Lower Dam,0,Lake Champlain,Little Ausable River,9,160,1,1913,-73.525,44.5805555556
Peru Water Supply Dam,A,Lake Champlain,Furnace Brook,6,235,1.5,1922,-73.6027777778,44.5591666667
Davis Lake Dam,B,Lake Champlain,Salmon River,22,230,40,1957,-73.6086111111,44.6194444444
Morrisonville Water District Dam,A,Lake Champlain,Riley Brook,9,120,1,1956,-73.5891666667,44.6763888889
Mason Upper Dam,D,Lake Champlain,Little Ausable River,8,80,4,1981,-73.5261111111,44.5780555556
Andelay-mowry Pond Dam,A,Lake Champlain,Caldwell Brook-Tr,14,170,0.66,1994,-73.6297222222,44.5211111111
Fern Lake Dam,B,Lake Champlain,Tr-Black Brook,11,125,422,1912,-73.7288888889,44.4836111111
Black Brook Dam,B,Lake Champlain,Black Brook,34,470,1,1896,-73.7438888889,44.4613888889
Powell Mill Dam,0,Lake Champlain,Bouquet River,10,84,1,1925,-73.5466666667,44.33
Big Pond Dam,D,Lake Champlain,Derby Brook,5,300,0,0,-73.5591666667,44.2855555556
Gay Pond Dam,A,Lake Champlain,Derby Brook,19,160,1,1925,-73.56,44.285
Meadow Farm Dam,0,Lake Champlain,Tr-Bouquet River,12,113,1,1905,-73.52,44.2683333333
J D's Dam #1,0,Lake Champlain,Phelps Brook,5,140,2,1918,-73.6216666667,44.2683333333
J D's Dam #2,0,Lake Champlain,Phelps Brook,5,180,2,1918,-73.62,44.2616666667
Smallwood Dam,0,Lake Champlain,Phelps Brook,12,86,1,1920,-73.62,44.2616666667
Essex County Park Dam,A,Lake Champlain,Burpee Brook,0,0,0,0,-73.5566666667,44.2666666667
Sebastian Koenig Pond Dam,0,Lower Hudson,Tr-East Branch Croton River,11,275,1,1965,-73.6375,41.5361111111
Ray Lake Dam,A,Lower Hudson,Tr-East Branch Croton River,10,160,13,1907,-73.605,41.545
Harmony Lake Dam,B,Lower Hudson,Tr-E Branch Croton River,16,160,7,1931,-73.6355555556,41.5516666667
Pawling Lake Estates Dam & Dike,A,Housatonic,Tr-Burton Brook,18,460,26,1966,-73.6266666667,41.6266666667
Mayer Pond Dam,B,Lower Hudson,Tr-East Branch Croton River,20,860,6,1967,-73.6305555556,41.5616666667
Mill Street Dam,C,Oswego,Owasco Lake Outlet,25,277,17,1976,-76.5594444444,42.93
Newtown Hoffman Site 3a Dam,C,Chemung,Newtown Creek,53,800,100,1976,-76.6716666667,42.2233333333
Newtown Hoffman Site 2 Dam,D,Chemung,Newton Creek,47,1240,0,0,-76.6616666667,42.1866666667
Burheight Basin Dam,0,Susquehanna,Burheight Creek,0,0,0,0,-76.5277777778,42.2111111111
Upper Burheight Basin Dam,0,Susquehanna,Burheight Creek,0,0,0,0,-76.5241666667,42.2038888889
Lower Burheight Basin Dam,0,Susquehanna,Burheight Creek,0,0,0,0,-76.5241666667,42.2025
George Alve Farm Debris Basin Dam,0,Susquehanna,Dean Creek,0,0,0,0,-76.5186111111,42.1966666667
Newtown Hoffman Site 5a Dam,C,Chemung,Jackson Creek,52,315,53.5,1999,-76.7097222222,42.2086111111
Williams Pond Dam,B,Chemung,Tr-Wynkoop Creek,16,550,7.5,1996,-76.6758333333,42.0922222222
Robert W Purcell Dam,A,Eastern Lake Ontario,Tr-Lake Ontario,5,0,0,1962,-76.3286111111,44.1066666667
Gallatin Pond Dam,A,Lower Hudson,Tr-Shekomeko Creek,23,500,16,1988,-73.6541666667,42.0033333333
Cobble Hill Farms Dam,A,Lower Hudson,Tr-Taghkanic Creek,10,1170,1,1987,-73.6283333333,42.1630555556
Calvin Miller Pond Dam,D,Lower Hudson,None,20,350,2,0,-73.5111111111,42.145
Manning Dam,A,Lower Hudson,Tr-Taghkanic Creek,23,200,1,0,-73.6863888889,42.1094444444
Huehnel Pond Dam,A,Lower Hudson,Tr-Taghkanic Creek,21,200,7,0,-73.6255555556,42.175
New Forge Diversion Dam,A,Lower Hudson,Taghkanic Creek,5,75,2,1943,-73.675,42.1058333333
Columbia Golf & Country Club Dam,A,Lower Hudson,,10,0,3.26,0,-73.7147222222,42.2355555556
Durkee & Bain Wildlife Marsh Dam,A,Upper Hudson,Tr-Summit Lake,6,200,3,1954,-73.4527777778,43.2169444444
Bain Wildlife Marsh Dam,A,Upper Hudson,Tr-Summit Lake,6,110,4,1954,-73.4538888889,43.2197222222
Irwin Wildlife Marsh #1 Dam,A,Upper Hudson,Tr-Whittaker Brook,6,140,3,1954,-73.4083333333,43.1575
Irwin Wildlife Marsh #2 Dam,A,Lake Champlain,Tr-Whittaker Brook,4,115,2,1954,-73.4083333333,43.1625
Hedges Lake Dam,A,Upper Hudson,Tr-Batten Kill,6,75,115,1950,-73.38,43.11
Summit Lake Dam,A,Upper Hudson,Tr-Cossayuna Lake,5,550,83,0,-73.4577777778,43.2063888889
Barkley Pond Dam,A,Upper Hudson,Tr-West Branch Black Creek,5,40,45,0,-73.3888888889,43.2411111111
Carters Pond Dam,A,Upper Hudson,Whittaker Brook,8,138,245,1991,-73.4194444444,43.1597222222
Simpson Springs Reservoir Dam,D,Upper Hudson,None,5,30,1,0,-73.3472222222,43.0558333333
Billings Reservoir Dam,D,Upper Hudson,None,0,0,1,0,-73.3430555556,43.0475
Donald Cross Dam,A,Upper Hudson,Tr-Cambridge Creek,11,120,1,1900,-73.4052777778,43.0397222222
Joseph Boyd Dam,A,Upper Hudson,Tr-Whittaker Brook,10,150,10,1968,-73.4038888889,43.1575
Dixon Lake Road Dam,A,Lower Hudson,,3,0,3,0,-73.73,41.4186111111
Spruce Lake Dam,A,Lower Hudson,,20,0,9.2,0,-73.5697222222,41.3111111111
Pine Lake Dam,B,Lower Hudson,Crook Brook,15,50,9,0,-73.5783333333,41.3127777778
Candlewood Lake Dam,A,Lower Hudson,Tr-Croton River,7,25,6,1950,-73.6702777778,41.3044444444
Veterans Park Dam,A,Lower Hudson,Tr-Pine Pond,10,120,8,0,-73.7097222222,41.4430555556
Simmons Pond Dam,0,Lower Hudson,Bradys Brook,5,36,0.04,0,-73.6583333333,41.2791666667
Cornwall Hill Estates Dam,D,Lower Hudson,Muddy Brook,5,0,3,0,-73.6194444444,41.4819444444
Spring Lake Dam,B,Long Island,Tr-Mamaroneck River,20,250,3,1895,-73.745,41.0336111111
(232-0265),D,Long Island,Tr-Blind Brook,0,0,0,0,-73.6875,41.0352777778
Mill Pond Dam,A,Long Island,Byram River,20,500,3,1909,-73.6580555556,41.005
Lake Dark Hollow Dam,B,Lower Hudson,Tr-Pleasantville Cove,28,600,9,1913,-73.7461111111,41.1422222222
Byram Lake Reservoir Dam,C,Long Island,Byram River,27,185,164,0,-73.6930555556,41.1552777778
Howlands Lake Dam,B,Lower Hudson,Kisco River,18,67,26,1895,-73.7063888889,41.1966666667
C W Hahnel Dam,A,Long Island,Tr-Mianus River,6,233,3,1925,-73.655,41.1866666667
W G Gallowhur Dam,A,Lower Hudson,Tr-Stone Creek,10,40,2,1929,-73.655,41.2127777778
Blue Heron Lake Dam,B,Lower Hudson,Tr-Cross River Reservoir,15,140,45,1936,-73.5947222222,41.1980555556
Paterno Dam,C,Lower Hudson,None,25,400,7,1950,-73.6788888889,41.1411111111
Lake In The Ledges Dam,A,Long Island,Tr-Mainus River,13,75,9,1933,-73.6230555556,41.1630555556
Gifford Pond Dam,A,Long Island,Mianus River,5,50,9,1934,-73.6705555556,41.1411111111
Upper Waverly Dam,D,Chemung,Dry Brook,70,700,0,1880,-76.555,42.015
East Waverly Mill Dam,D,Susquehanna,Cayuta Creek,0,0,0,0,-76.5266666667,42.0133333333
Bingham Brothers Dam,D,Susquehanna,Cayuta Creek,0,0,0,0,-76.5480555556,42.0930555556
Waverly Pool Dam,0,Susquehanna,Shepard Creek,4,0,5,1934,-76.5263888889,42.0113888889
Lesky Road Flood Control Dam,A,Chemung,Tr-Newton Creek,20,0,14,0,-76.7425,42.2258333333
Wheaton Road Flood Control Dam #6,D,Chemung,Newton Creek,20,0,10,0,-76.6722222222,42.1775
Chemung County Flood Control Dam #3,D,Chemung,Latta Brook,20,0,7,1935,-76.7469444444,42.1561111111
Phoenix Dam-lock #1,C,Oswego,Oswego River,12,553,1109,1914,-76.3011111111,43.2269444444
Lock 24 Dam Erie Canal,C,Oswego,Seneca River,21,325,313,1908,-76.3336111111,43.1569444444
Van Buren Dam,D,Oswego,Tr-Seneca River,10,0,0,0,-76.3291666667,43.1388888889
Syracuse Basket Co Dam,D,Oswego,Tr-Skaneateles Creek,10,0,0,0,-76.4986111111,43.0686111111
(072-0277),D,Oswego,Skaneateles Creek,0,0,0,0,-76.4694444444,43.0605555556
(072-0279),D,Oswego,Skaneateles Creek,0,0,0,0,-76.4677777778,43.0563888889
Mt Ida Falls Dam,A,Lower Hudson,Poestenkill,13,150,1,1982,-73.6777777778,42.7216666667
Schuyler Meadows Dam,D,Lower Hudson,Tr-Hudson River,0,50,1,1926,-73.7383333333,42.7252777778
Watervliet Balancing Reservoir Dam,B,Lower Hudson,Tr-Hudson River,20,0,2,1915,-73.7405555556,42.7322222222
High Point Village Stormwater Pond #2,A,Long Island Sound,,13,0,0,2003,-73.6947222222,41.0555555556
Deer Run Dam,A,Long Island Sound,Silvermine River,15,110,2,0,-73.5152777778,41.235
Nichols Preserve Dam,A,Lower Hudson,,5.2,0,6.5,0,-73.705,41.1147222222
Pond #122 Dam,A,Lower Hudson,Stone Creek-Tr,10,187,8,0,-73.6030555556,41.1997222222
Forest Lake Dam,C,Lower Hudson,None,12,220,9.7,1996,-73.7341666667,41.0588888889
Beverly Road Dam,A,Long Island,Tr-Blind Brook,10,0,2,0,-73.6625,41.0338888889
Project 50 Dam,A,Lower Hudson,Tr-Kisco River,20,260,0.75,1995,-73.7069444444,41.1444444444
Kings Point Dam,A,Long Island,Tr-Manhasset Bay,4,75,5,1870,-73.7291666667,40.8233333333
Leeds Pond Dam,A,Long Island,Tr-Manhasset Bay,10,390,19,1908,-73.7038888889,40.8311111111
Little Leeds Pond Dam,A,Long Island,Tr-Leeds Pond,8,125,2,1910,-73.6975,40.8116666667
Shore Road Dam,A,Long Island,Tr-Manhaset Bay,6,245,5,1913,-73.7005555556,40.8361111111
Baxter Estates Pond Dam,A,Long Island,Tr-Mahasset Bay,10,90,1,1910,-73.6991666667,40.8338888889
Hempstead Park Pond Dam,A,Long Island,Tr-Hempstead Harbor,7,350,2,1908,-73.6472222222,40.7977777778
Paper Mill Pond Dam,A,Long Island,Tr-Hempstead Bay,10,325,4,1914,-73.6486111111,40.8
Goodwin Dam,A,Long Island,Tr-Hempstead Harbor,10,900,2,0,-73.6477777778,40.8111111111
Stearn Pond Dam,A,Long Island,Tr-Hempstead Harbor,7,600,4,1912,-73.6358333333,40.8225
Clapham Dam,A,Long Island,Tr-Hempstead Harbor,8,400,1,1905,-73.6411111111,40.825
Scudders Pond Dam,A,Long Island,Tr-Hempstead Bay,5,675,2,1900,-73.6533333333,40.8375
Karl Shank Dam,A,Chemung,Tr-North Branch Yawger Creek,25,0,3,1980,-76.6905555556,42.8908333333
Black Rock Mill Dam,D,Oswego,Paines Creek,0,150,0,1913,-76.6613888889,42.7033333333
Genoa Dam,D,Oswego,Salmon Creek,0,0,0,0,-76.5394444444,42.6691666667
M E Bauer Dam,D,Chemung,Tr-Big Salmon Creek,0,0,0,0,-76.5138888889,42.6627777778
Kapic Pond Dam,B,Lake Erie,Tr-S Br Cattaraugus Creek,15,300,31,1964,-78.8969444444,42.3477777778
Jack S Krohner Pond Dam,D,Lake Erie,Tr-Utely Brook,14,0,2,0,-78.7783333333,42.4455555556
Willis Allen Jr Dam,A,Lake Erie,S Branch Cattaraugus Creek,16,0,3,0,-78.9080555556,42.4002777778
Conewango Creek Site 13 Dam,B,Allegheny,Conewango Creek,39,1400,50,1982,-78.9166666667,42.3038888889
Conewango Creek Site 14 Dam,D,Allegheny,North Branch Mill Creek,56,0,17,0,-78.9902777778,42.2583333333
John Clorius Dam,A,Allegheny,,9,0,0,1974,-78.9822222222,42.4138888889
James Colvenbach Dam,D,Lake Erie,Tr-Thatcher Brook,11,0,0,0,-78.9583333333,42.4083333333
Club Pond Dam,A,Allegheny,Tr-Dublin Creek,15,0,1,0,-78.7580555556,42.2708333333
Linlyco Lake Dam,A,Allegheny,Tr-Little Valley Creek,8,400,13,0,-78.8319444444,42.2716666667
Mentley Pond Dam,D,Allegheny,Tr-Cattaraugus Creek,13,300,0.5,1993,-78.8477777778,42.3358333333
Thomas Williams Lake Dam,A,Lake Erie,Tr-Mansfield Creek,21,1500,5,1999,-78.7975,42.3166666667
Mohr Dam,A,Lake Erie,Tr-Coon Brook,31.2,120,1.7,2000,-78.7938888889,42.4841666667
Science Lake Dam,A,Allegheny,Quaker Run,28,266,5,1925,-78.7666666667,42.01
Upper Springs Reservoir Dam,D,Allegheny,,6,0,0,1890,-78.8527777778,42.2444444444
Holdridge Mill Dam,D,Allegheny,Tr-Elm Creek,10,0,0,0,-78.9391666667,42.1705555556
East Randolph Reservoir Dam,A,Allegheny,,4,310,0,0,-78.9369444444,42.1727777778
Red House Dam,D,Allegheny,Big Red House Creek,4,50,0,1918,-78.7875,42.1061111111
Morse Wildlife Dam,A,Allegheny,Tr-Cold Spring Creek,8,0,3,0,-78.9166666667,42.15
Ellis Wildlife Dam,A,Allegheny,Tr-Spring Creek,8,0,3,0,-78.8666666667,42.2333333333
Campbell Marsh Dam,D,Allegheny,Tr-Cold Spring Creek,6,0,4,0,-78.8541666667,42.2166666667
Lyle Underwood Wildlife Pond Dam,A,Allegheny,Tr-Cold Spring Creek,6,0,2,0,-78.8722222222,42.2480555556
Lyle Underwood Pond Dam #3,A,Allegheny,Tr-Cold Spring Creek,9,0,11,0,-78.8819444444,42.2486111111
Lyle Underwood W L Pond #2 Dam & Dike,A,Allegheny,Little Valley Creek,7,575,44,1954,-78.8733333333,42.2483333333
Claude Johnson Wildlife Dam,0,Allegheny,Tr-Little Conewango Creek,6,0,3,0,-78.9388888889,42.125
DENTON LAKE DAM,A,,,12,75,11.2,0,-73.6525,41.5211111111
Hoosick Falls Dam,A,Upper Hudson,Hoosic River,22,220,16,1890,-73.3616666667,42.9116666667
Walloomsac Dam,A,Upper Hudson,Walloomsac River,12,100,5,1911,-73.3183333333,42.9233333333
Lake Lorraine Dam,A,Upper Hudson,Tr-Sunkauissia Creek,26,225,4,1973,-73.4283333333,42.8516666667
Lake Elizabeth Dam,A,Lower Hudson,Quacken Kill,18,170,14,1950,-73.4416666667,42.7666666667
Hoosac School Dam,B,Upper Hudson,Pine Valley Brook,25,280,10,1950,-73.3463888889,42.8552777778
Martin Dunham Reservoir Dam,C,Lower Hudson,Quacken Kill,59,660,91,1913,-73.4844444444,42.7522222222
Mill Pond Dam,C,Lower Hudson,Tr-Quacken Kill,12,150,17,1918,-73.4502777778,42.7736111111
Second Pond Dam,C,Lower Hudson,Tr-Quacken Kill,9,250,30,1975,-73.45,42.7783333333
Long Pond Dam,C,Lower Hudson,Tr-Quacken Kill,9,200,115,1918,-73.4480555556,42.7819444444
J A Russell Wildlife Pond Dam,D,Upper Hudson,Tr-Nipmoose Brook,6,135,3,1952,-73.4569444444,42.9083333333
Alex Shapiro Pond Dam,D,Upper Hudson,Tr-Tomhannock Reservoir,11,180,2,1956,-73.4816666667,42.8138888889
Crandall Brook Dam,B,Upper Hudson,Crandall Brook,20,350,5,1934,-73.7375,43.4883333333
Lakes Pond Dam,A,Lake Champlain,Tr-Bishop Brook,5,12,7,1925,-73.5525,43.4783333333
Halfway Brook Reservoir Dam,B,Lake Champlain,Halfway Creek,28,410,31,1936,-73.68,43.3169444444
Sly Pond Dam,B,Lake Champlain,Tr-Halfway Creek,14,216,51,1896,-73.5938888889,43.4513888889
Big Hollow Dam,A,Lake Champlain,Big Hollow Brook,5,96,1,1925,-73.73,43.4361111111
Hadlock Pond Dam,C,Lake Champlain,Tr-Halfway Creek,29,850,194,1896,-73.5802777778,43.4141666667
French Mountain Pond Dam,A,Lake Champlain,Tr-Glen Lake,12,250,2,1916,-73.6941666667,43.37
Butler Pond Dam,B,Lake Champlain,Tr-Glen Lake,14.5,393,64,1914,-73.7322222222,43.3641666667
Hovey Pond Dam,A,Lake Champlain,Halfway Brook,9,250,3,1916,-73.6625,43.3311111111
Butler Storage Reservoir Dam,C,Lake Champlain,Butler Brook,83,470,10,1909,-73.7280555556,43.3483333333
Wilkie Intake Reservoir Dam,B,Lake Champlain,Halfway Brook,34,372,1,1914,-73.7291666667,43.3413888889
Hudson Falls Fish & Game Club Pond Dam,A,Lake Champlain,Tr-Wood Creek,7,500,2,1960,-73.5538888889,43.305
Fort Edward Reservoir Dam,A,Upper Hudson,Tr-Hudson River,7,0,1,1960,-73.6130555556,43.2661111111
Dan Sherman Pond Dam,A,Upper Hudson,Tr-Old Champlain Canal,13,260,3,1961,-73.5622222222,43.2933333333
